dissimilarity,contrast,homogeneity,energy,ASM,correlation,Label
5.94541266025641,131.485014484714,0.310983535251152,0.17906391403077043,0.032063885308019145,0.9506804075799317,0.0
6.190658900394478,415.82590606508876,0.3118939594087912,0.12034197779347161,0.014482191619244415,0.9323171736949839,0.0
4.818914108727811,208.47291435527612,0.4083009211835673,0.17890618855694623,0.0320074243039736,0.94180560382886,0.0
4.2373220229289945,293.9046589928501,0.4309867142304832,0.18687435614576217,0.034922024984893156,0.9450011400011573,0.0
5.814869175295859,343.8540934726332,0.3362356291712456,0.14681991052423152,0.021556086126343348,0.9342082305184304,0.0
3.8115523298816565,100.66413184171599,0.416205284516059,0.18523497910413056,0.03431199748370768,0.9583108384696595,0.0
4.873474482248522,242.17508783284026,0.3748914722422287,0.17622530846039497,0.031055359341961353,0.953299634348376,0.0
4.988616401627219,351.36236054610447,0.41526060639455487,0.18659508382995285,0.03481772530950713,0.9530034292293466,0.0
2.531592856262327,33.35384692430966,0.4596278663883258,0.12783924086488788,0.016342871504910816,0.980593002447083,0.0
8.068097417406312,288.988100191075,0.3249568609871857,0.18417573342122368,0.03392070078124565,0.960153424048074,0.0
5.9117472571499,141.8949819711538,0.32477105517704064,0.17419361332911196,0.03034341492465217,0.9764517217000919,0.0
2.2309117665187377,99.67988396819526,0.5821133848408632,0.19815428353810047,0.03926512008449791,0.9685989920283946,0.0
5.543431028106511,449.2817199827417,0.38501860106914987,0.17422337996344434,0.030353786125886694,0.9487614567081698,0.0
4.146854197485207,124.7843819341716,0.41319042788010607,0.18558172684261587,0.034440577337887295,0.9489949181820019,0.0
4.46775995438856,191.32354459442803,0.4244656232643331,0.18043803507176823,0.032557884500560665,0.9471288146672265,0.0
6.596481293145956,351.0337424494576,0.36662951503715485,0.18595586605110812,0.03457958411881766,0.9523251034706107,0.0
5.378782975838265,200.88093256903352,0.3771287212565003,0.1829671699162373,0.03347698526715725,0.9714052728522744,0.0
7.4266903969428,410.79611994575936,0.27252694120737164,0.12051874582490646,0.014524768095208408,0.9137827954342661,0.0
3.914401503944774,113.99224143244578,0.4458641411284748,0.19109205664168794,0.03651617411155007,0.9695683198396204,0.0
6.510393552761341,326.1270263190336,0.2934591539964334,0.12029496598897761,0.014470878842289281,0.8996001907048161,0.0
4.142728365384616,382.57218472633144,0.5127114641237717,0.18404910756423323,0.0338740739951907,0.9448873791939382,0.0
3.0157405695266277,63.85110792652861,0.47566639087522183,0.1802872521906784,0.032503493302465276,0.9507278968363684,0.0
5.851508567554241,418.05148237179486,0.3685151534312876,0.1872715245915846,0.03507062392285648,0.950933937753321,0.0
4.348684818786983,70.27172321868836,0.3576321765120265,0.15130229019972954,0.022892383019683177,0.9599746931408724,0.0
4.770995130670611,221.80155941814596,0.39772999629436967,0.17930320253922907,0.0321496384408238,0.9305035502557903,0.0
3.5471176960059165,127.02115307569032,0.4866394196980458,0.1877993235492276,0.03526858592554747,0.9670789008945339,0.0
4.596358018984221,160.2006248459073,0.3490420000468586,0.10841580574685268,0.011753986935739296,0.9562854021835925,0.0
5.479852379191322,266.67494914940835,0.3720616050090546,0.18035726302570573,0.0325287423261236,0.945475068233867,0.0
4.822469797830376,146.61351238905328,0.39637473224755637,0.18460428481988492,0.03407874197386119,0.970779389134924,0.0
3.9966561883629197,156.84523699457597,0.45053323744244195,0.18452372425428154,0.034049004812670126,0.9511289655282605,0.0
6.043881749260355,276.79193247657787,0.37280495585938433,0.18383516738497604,0.033795368767462156,0.9631678449982598,0.0
2.1998774963017755,41.07801328279094,0.5513127256484017,0.18517117997953736,0.03428836589501422,0.9348000879130713,0.0
4.766923231015779,153.2403268306213,0.3802097958830365,0.17671014896113207,0.031226476745865483,0.9534568417721958,0.0
5.486224112426036,284.91280664447726,0.3847792787696806,0.18569955529357518,0.03448432483623159,0.9428728428314143,0.0
6.544713849852073,245.95064795981273,0.29836619271234155,0.12208032150481729,0.014903604898719556,0.9346506782357299,0.0
4.822462093195265,210.33119144477314,0.3901321796043074,0.17547017391708092,0.030789781934490622,0.949244113881113,0.0
